GEOHASH,LAT1,LONG1,LAT2,LONG2,LAT3,LONG3,LAT4,LONG4,COUNT
dnztk2,38.8916015625,-79.2553710938,38.8916015625,-79.2663574219,38.8970947266,-79.2553710938,38.8970947266,-79.2663574219,1
dnyuzz,38.8421630859,-80.15625,38.8421630859,-80.1672363281,38.84765625,-80.15625,38.84765625,-80.1672363281,1
dnyv3j,38.9190673828,-80.4528808594,38.9190673828,-80.4638671875,38.9245605469,-80.4528808594,38.9245605469,-80.4638671875,1
dnyvb4,38.9904785156,-80.4968261719,38.9904785156,-80.5078125,38.9959716797,-80.4968261719,38.9959716797,-80.5078125,1
dnyvby,39.0124511719,-80.4638671875,39.0124511719,-80.4748535156,39.0179443359,-80.4638671875,39.0179443359,-80.4748535156,1
dnyvcn,39.0124511719,-80.4528808594,39.0124511719,-80.4638671875,39.0179443359,-80.4528808594,39.0179443359,-80.4638671875,1
dnyvcq,39.0124511719,-80.4418945312,39.0124511719,-80.4528808594,39.0179443359,-80.4418945312,39.0179443359,-80.4528808594,1
dnyvfc,38.9849853516,-80.3759765625,38.9849853516,-80.3869628906,38.9904785156,-80.3759765625,38.9904785156,-80.3869628906,1
dnyvfg,38.9959716797,-80.3759765625,38.9959716797,-80.3869628906,39.0014648438,-80.3759765625,39.0014648438,-80.3869628906,1
dnys40,38.671875,-80.7604980469,38.671875,-80.771484375,38.6773681641,-80.7604980469,38.6773681641,-80.771484375,1
dnyr77,39.2596435547,-81.0571289062,39.2596435547,-81.0681152344,39.2651367188,-81.0571289062,39.2651367188,-81.0681152344,1
dnyp3b,39.2431640625,-81.474609375,39.2431640625,-81.4855957031,39.2486572266,-81.474609375,39.2486572266,-81.4855957031,1
dnypdx,39.3255615234,-81.4416503906,39.3255615234,-81.4526367188,39.3310546875,-81.4416503906,39.3310546875,-81.4526367188,1
dnyp4u,39.2211914062,-81.4306640625,39.2211914062,-81.4416503906,39.2266845703,-81.4306640625,39.2266845703,-81.4416503906,1
dnyp55,39.2156982422,-81.4196777344,39.2156982422,-81.4306640625,39.2211914062,-81.4196777344,39.2211914062,-81.4306640625,1
dnyp83,39.2926025391,-81.5405273438,39.2926025391,-81.5515136719,39.2980957031,-81.5405273438,39.2980957031,-81.5515136719,1
dnyp89,39.2926025391,-81.5295410156,39.2926025391,-81.5405273438,39.2980957031,-81.5295410156,39.2980957031,-81.5405273438,1
dnyp8b,39.287109375,-81.5185546875,39.287109375,-81.5295410156,39.2926025391,-81.5185546875,39.2926025391,-81.5295410156,1
dnyp8g,39.3035888672,-81.5185546875,39.3035888672,-81.5295410156,39.3090820312,-81.5185546875,39.3090820312,-81.5295410156,1
dnyp8r,39.3255615234,-81.5405273438,39.3255615234,-81.5515136719,39.3310546875,-81.5405273438,39.3310546875,-81.5515136719,1
dnypbf,39.3420410156,-81.5185546875,39.3420410156,-81.5295410156,39.3475341797,-81.5185546875,39.3475341797,-81.5295410156,1
dnypcz,39.3695068359,-81.474609375,39.3695068359,-81.4855957031,39.375,-81.474609375,39.375,-81.4855957031,1
dnypdt,39.3145751953,-81.4416503906,39.3145751953,-81.4526367188,39.3200683594,-81.4416503906,39.3200683594,-81.4526367188,1
dnypej,39.3145751953,-81.4196777344,39.3145751953,-81.4306640625,39.3200683594,-81.4196777344,39.3200683594,-81.4306640625,1
dnyr3e,39.2596435547,-81.1340332031,39.2596435547,-81.1450195312,39.2651367188,-81.1340332031,39.2651367188,-81.1450195312,1
dnypf3,39.3365478516,-81.4526367188,39.3365478516,-81.4636230469,39.3420410156,-81.4526367188,39.3420410156,-81.4636230469,1
dnypg2,39.3310546875,-81.4086914062,39.3310546875,-81.4196777344,39.3365478516,-81.4086914062,39.3365478516,-81.4196777344,1
dnypgh,39.3530273438,-81.4196777344,39.3530273438,-81.4306640625,39.3585205078,-81.4196777344,39.3585205078,-81.4306640625,1
dnypm1,39.2486572266,-81.3317871094,39.2486572266,-81.3427734375,39.2541503906,-81.3317871094,39.2541503906,-81.3427734375,1
dnypu0,39.3310546875,-81.3757324219,39.3310546875,-81.38671875,39.3365478516,-81.3757324219,39.3365478516,-81.38671875,1
dnypuc,39.3365478516,-81.3427734375,39.3365478516,-81.3537597656,39.3420410156,-81.3427734375,39.3420410156,-81.3537597656,1
dnypyj,39.3585205078,-81.2878417969,39.3585205078,-81.298828125,39.3640136719,-81.2878417969,39.3640136719,-81.298828125,1
dnyqkh,39.0893554688,-81.0241699219,39.0893554688,-81.03515625,39.0948486328,-81.0241699219,39.0948486328,-81.03515625,1
dnyqnk,39.0454101562,-80.9252929688,39.0454101562,-80.9362792969,39.0509033203,-80.9252929688,39.0509033203,-80.9362792969,1
dnyqyt,39.1827392578,-80.9143066406,39.1827392578,-80.9252929688,39.1882324219,-80.9143066406,39.1882324219,-80.9252929688,1
dnztj1,38.8531494141,-79.2224121094,38.8531494141,-79.2333984375,38.8586425781,-79.2224121094,38.8586425781,-79.2333984375,1
dnzxyy,39.3640136719,-79.1455078125,39.3640136719,-79.1564941406,39.3695068359,-79.1455078125,39.3695068359,-79.1564941406,1
dnztsv,38.9630126953,-79.2333984375,38.9630126953,-79.2443847656,38.9685058594,-79.2333984375,38.9685058594,-79.2443847656,1
dppbz2,39.5068359375,-78.7719726562,39.5068359375,-78.7829589844,39.5123291016,-78.7719726562,39.5123291016,-78.7829589844,1
dqbn9t,39.1387939453,-78.6730957031,39.1387939453,-78.6840820312,39.1442871094,-78.6730957031,39.1442871094,-78.6840820312,1
dqbpb0,39.3310546875,-78.7390136719,39.3310546875,-78.75,39.3365478516,-78.7390136719,39.3365478516,-78.75,1
dqbpe4,39.2980957031,-78.6071777344,39.2980957031,-78.6181640625,39.3035888672,-78.6071777344,39.3035888672,-78.6181640625,1
dqbpe6,39.2980957031,-78.5961914062,39.2980957031,-78.6071777344,39.3035888672,-78.5961914062,39.3035888672,-78.6071777344,1
dqbpet,39.3145751953,-78.5852050781,39.3145751953,-78.5961914062,39.3200683594,-78.5852050781,39.3200683594,-78.5961914062,1
dqbpey,39.3200683594,-78.57421875,39.3200683594,-78.5852050781,39.3255615234,-78.57421875,39.3255615234,-78.5852050781,1
dqbpkg,39.2596435547,-78.5302734375,39.2596435547,-78.5412597656,39.2651367188,-78.5302734375,39.2651367188,-78.5412597656,1
dqbpmq,39.2761230469,-78.5083007812,39.2761230469,-78.5192871094,39.2816162109,-78.5083007812,39.2816162109,-78.5192871094,1
dqbpxc,39.2926025391,-78.3984375,39.2926025391,-78.4094238281,39.2980957031,-78.3984375,39.2980957031,-78.4094238281,1
dqbrbd,39.3420410156,-78.3654785156,39.3420410156,-78.3764648438,39.3475341797,-78.3654785156,39.3475341797,-78.3764648438,1
dqbryb,39.3310546875,-78.0908203125,39.3310546875,-78.1018066406,39.3365478516,-78.0908203125,39.3365478516,-78.1018066406,1
dqbryw,39.3640136719,-78.1018066406,39.3640136719,-78.1127929688,39.3695068359,-78.1018066406,39.3695068359,-78.1127929688,1
dqbrzc,39.3365478516,-78.046875,39.3365478516,-78.0578613281,39.3420410156,-78.046875,39.3420410156,-78.0578613281,1
dqbrzg,39.3475341797,-78.046875,39.3475341797,-78.0578613281,39.3530273438,-78.046875,39.3530273438,-78.0578613281,1
dqbrzy,39.3640136719,-78.046875,39.3640136719,-78.0578613281,39.3695068359,-78.046875,39.3695068359,-78.0578613281,1
dqbx3b,39.2431640625,-77.958984375,39.2431640625,-77.9699707031,39.2486572266,-77.958984375,39.2486572266,-77.9699707031,1
dqbx5q,39.2321777344,-77.8930664062,39.2321777344,-77.9040527344,39.2376708984,-77.8930664062,39.2376708984,-77.9040527344,1
dqbx5r,39.2376708984,-77.8930664062,39.2376708984,-77.9040527344,39.2431640625,-77.8930664062,39.2431640625,-77.9040527344,1
dqbx9t,39.3145751953,-77.9699707031,39.3145751953,-77.9809570312,39.3200683594,-77.9699707031,39.3200683594,-77.9809570312,1
dqbxbr,39.3695068359,-78.0249023438,39.3695068359,-78.0358886719,39.375,-78.0249023438,39.375,-78.0358886719,1
dqbxbw,39.3640136719,-78.0139160156,39.3640136719,-78.0249023438,39.3695068359,-78.0139160156,39.3695068359,-78.0249023438,1
dqbxd4,39.2980957031,-77.9479980469,39.2980957031,-77.958984375,39.3035888672,-77.9479980469,39.3035888672,-77.958984375,1
dqbxkg,39.2596435547,-77.8271484375,39.2596435547,-77.8381347656,39.2651367188,-77.8271484375,39.2651367188,-77.8381347656,1
dqbn79,39.0728759766,-78.5852050781,39.0728759766,-78.5961914062,39.0783691406,-78.5852050781,39.0783691406,-78.5961914062,1
dppbyw,39.5397949219,-78.8049316406,39.5397949219,-78.8159179688,39.5452880859,-78.8049316406,39.5452880859,-78.8159179688,1
dqbxm9,39.2486572266,-77.7941894531,39.2486572266,-77.8051757812,39.2541503906,-77.7941894531,39.2541503906,-77.8051757812,1
dppbx5,39.4793701172,-78.7829589844,39.4793701172,-78.7939453125,39.4848632812,-78.7829589844,39.4848632812,-78.7939453125,1
dpp1jp,39.5892333984,-79.9255371094,39.5892333984,-79.9365234375,39.5947265625,-79.9255371094,39.5947265625,-79.9365234375,1
dpp1km,39.6221923828,-79.9584960938,39.6221923828,-79.9694824219,39.6276855469,-79.9584960938,39.6276855469,-79.9694824219,1
dpp1m1,39.6002197266,-79.9255371094,39.6002197266,-79.9365234375,39.6057128906,-79.9255371094,39.6057128906,-79.9365234375,1
dpp1m9,39.6002197266,-79.9035644531,39.6002197266,-79.9145507812,39.6057128906,-79.9035644531,39.6057128906,-79.9145507812,1
dpp1pc,39.5562744141,-79.8046875,39.5562744141,-79.8156738281,39.5617675781,-79.8046875,39.5617675781,-79.8156738281,1
dpp1s4,39.6496582031,-79.9694824219,39.6496582031,-79.98046875,39.6551513672,-79.9694824219,39.6551513672,-79.98046875,1
dpp1sf,39.6496582031,-79.9365234375,39.6496582031,-79.9475097656,39.6551513672,-79.9365234375,39.6551513672,-79.9475097656,1
dpp1sw,39.6716308594,-79.9475097656,39.6716308594,-79.9584960938,39.6771240234,-79.9475097656,39.6771240234,-79.9584960938,1
dpp1td,39.6496582031,-79.9035644531,39.6496582031,-79.9145507812,39.6551513672,-79.9035644531,39.6551513672,-79.9145507812,1
dpp1ut,39.7100830078,-79.9475097656,39.7100830078,-79.9584960938,39.7155761719,-79.9475097656,39.7155761719,-79.9584960938,1
dpp1vt,39.7100830078,-79.9035644531,39.7100830078,-79.9145507812,39.7155761719,-79.9035644531,39.7155761719,-79.9145507812,1
dpp1w1,39.6441650391,-79.8815917969,39.6441650391,-79.892578125,39.6496582031,-79.8815917969,39.6496582031,-79.892578125,1
dpp1x7,39.6551513672,-79.8266601562,39.6551513672,-79.8376464844,39.6606445312,-79.8266601562,39.6606445312,-79.8376464844,1
dpp2mq,39.4519042969,-79.5629882812,39.4519042969,-79.5739746094,39.4573974609,-79.5629882812,39.4573974609,-79.5739746094,1
dpp30v,39.5782470703,-79.7607421875,39.5782470703,-79.7717285156,39.5837402344,-79.7607421875,39.5837402344,-79.7717285156,1
dpp34y,39.5837402344,-79.6728515625,39.5837402344,-79.6838378906,39.5892333984,-79.6728515625,39.5892333984,-79.6838378906,1
dpp3eh,39.6606445312,-79.6618652344,39.6606445312,-79.6728515625,39.6661376953,-79.6618652344,39.6661376953,-79.6728515625,1
dpp3k7,39.6112060547,-79.6069335938,39.6112060547,-79.6179199219,39.6166992188,-79.6069335938,39.6166992188,-79.6179199219,1
dpp3mt,39.6221923828,-79.5520019531,39.6221923828,-79.5629882812,39.6276855469,-79.5520019531,39.6276855469,-79.5629882812,1
dpp3vf,39.6936035156,-79.541015625,39.6936035156,-79.5520019531,39.6990966797,-79.541015625,39.6990966797,-79.5520019531,1
dppb78,39.4189453125,-78.9367675781,39.4189453125,-78.9477539062,39.4244384766,-78.9367675781,39.4244384766,-78.9477539062,1
dppbq5,39.4354248047,-78.8269042969,39.4354248047,-78.837890625,39.4409179688,-78.8269042969,39.4409179688,-78.837890625,1
dppbw8,39.462890625,-78.8049316406,39.462890625,-78.8159179688,39.4683837891,-78.8049316406,39.4683837891,-78.8159179688,1
dqbxm3,39.2486572266,-77.8051757812,39.2486572266,-77.8161621094,39.2541503906,-77.8051757812,39.2541503906,-77.8161621094,1
dqbxmu,39.2651367188,-77.783203125,39.2651367188,-77.7941894531,39.2706298828,-77.783203125,39.2706298828,-77.7941894531,1
dpp1e1,39.6441650391,-80.0134277344,39.6441650391,-80.0244140625,39.6496582031,-80.0134277344,39.6496582031,-80.0244140625,1
dr083k,39.4409179688,-77.9809570312,39.4409179688,-77.9919433594,39.4464111328,-77.9809570312,39.4464111328,-77.9919433594,1
dr083y,39.4519042969,-77.958984375,39.4519042969,-77.9699707031,39.4573974609,-77.958984375,39.4573974609,-77.9699707031,1
dr084v,39.4024658203,-77.9150390625,39.4024658203,-77.9260253906,39.4079589844,-77.9150390625,39.4079589844,-77.9260253906,1
dr086g,39.4354248047,-77.9150390625,39.4354248047,-77.9260253906,39.4409179688,-77.9150390625,39.4409179688,-77.9260253906,1
dr086z,39.4573974609,-77.9150390625,39.4573974609,-77.9260253906,39.462890625,-77.9150390625,39.462890625,-77.9260253906,1
dr087w,39.4519042969,-77.8820800781,39.4519042969,-77.8930664062,39.4573974609,-77.8820800781,39.4573974609,-77.8930664062,1
dr0892,39.462890625,-77.9809570312,39.462890625,-77.9919433594,39.4683837891,-77.9809570312,39.4683837891,-77.9919433594,1
dr0897,39.4793701172,-77.9809570312,39.4793701172,-77.9919433594,39.4848632812,-77.9809570312,39.4848632812,-77.9919433594,1
dr089s,39.4848632812,-77.9699707031,39.4848632812,-77.9809570312,39.4903564453,-77.9699707031,39.4903564453,-77.9809570312,1
dr08d4,39.4738769531,-77.9479980469,39.4738769531,-77.958984375,39.4793701172,-77.9479980469,39.4793701172,-77.958984375,1
dr08d8,39.462890625,-77.9260253906,39.462890625,-77.9370117188,39.4683837891,-77.9260253906,39.4683837891,-77.9370117188,1
dr08dh,39.4848632812,-77.9479980469,39.4848632812,-77.958984375,39.4903564453,-77.9479980469,39.4903564453,-77.958984375,1
dr08dn,39.4958496094,-77.9479980469,39.4958496094,-77.958984375,39.5013427734,-77.9479980469,39.5013427734,-77.958984375,1
dr08f8,39.5068359375,-77.9260253906,39.5068359375,-77.9370117188,39.5123291016,-77.9260253906,39.5123291016,-77.9370117188,1
dr08fe,39.5233154297,-77.9260253906,39.5233154297,-77.9370117188,39.5288085938,-77.9260253906,39.5288085938,-77.9370117188,1
dr08gm,39.5343017578,-77.8930664062,39.5343017578,-77.9040527344,39.5397949219,-77.8930664062,39.5397949219,-77.9040527344,1
dr08gn,39.5397949219,-77.9040527344,39.5397949219,-77.9150390625,39.5452880859,-77.9040527344,39.5452880859,-77.9150390625,1
dr08hm,39.4024658203,-77.8491210938,39.4024658203,-77.8601074219,39.4079589844,-77.8491210938,39.4079589844,-77.8601074219,1
dr08hw,39.4079589844,-77.8381347656,39.4079589844,-77.8491210938,39.4134521484,-77.8381347656,39.4134521484,-77.8491210938,1
dr08sq,39.4958496094,-77.8491210938,39.4958496094,-77.8601074219,39.5013427734,-77.8491210938,39.5013427734,-77.8601074219,1
dr090y,39.5837402344,-78.0029296875,39.5837402344,-78.0139160156,39.5892333984,-78.0029296875,39.5892333984,-78.0139160156,1
dr0910,39.55078125,-77.9919433594,39.55078125,-78.0029296875,39.5562744141,-77.9919433594,39.5562744141,-78.0029296875,1
dr091n,39.5837402344,-77.9919433594,39.5837402344,-78.0029296875,39.5892333984,-77.9919433594,39.5892333984,-78.0029296875,1
dr0956,39.5617675781,-77.8930664062,39.5617675781,-77.9040527344,39.5672607422,-77.8930664062,39.5672607422,-77.9040527344,1
dr083s,39.4409179688,-77.9699707031,39.4409179688,-77.9809570312,39.4464111328,-77.9699707031,39.4464111328,-77.9809570312,1
dr083e,39.4354248047,-77.9699707031,39.4354248047,-77.9809570312,39.4409179688,-77.9699707031,39.4409179688,-77.9809570312,1
dqbxq1,39.2486572266,-77.7722167969,39.2486572266,-77.783203125,39.2541503906,-77.7722167969,39.2541503906,-77.783203125,1
dr0837,39.4354248047,-77.9809570312,39.4354248047,-77.9919433594,39.4409179688,-77.9809570312,39.4409179688,-77.9919433594,1
dqbxs9,39.2926025391,-77.8381347656,39.2926025391,-77.8491210938,39.2980957031,-77.8381347656,39.2980957031,-77.8491210938,1
dqbxsc,39.2926025391,-77.8271484375,39.2926025391,-77.8381347656,39.2980957031,-77.8271484375,39.2980957031,-77.8381347656,1
dqbxss,39.3090820312,-77.8381347656,39.3090820312,-77.8491210938,39.3145751953,-77.8381347656,39.3145751953,-77.8491210938,1
dqbxt4,39.2980957031,-77.8161621094,39.2980957031,-77.8271484375,39.3035888672,-77.8161621094,39.3035888672,-77.8271484375,1
dqbxwt,39.3145751953,-77.7502441406,39.3145751953,-77.7612304688,39.3200683594,-77.7502441406,39.3200683594,-77.7612304688,1
dqbxwu,39.3090820312,-77.7392578125,39.3090820312,-77.7502441406,39.3145751953,-77.7392578125,39.3145751953,-77.7502441406,1
dqbxwv,39.3145751953,-77.7392578125,39.3145751953,-77.7502441406,39.3200683594,-77.7392578125,39.3200683594,-77.7502441406,1
dqbxxn,39.3200683594,-77.7282714844,39.3200683594,-77.7392578125,39.3255615234,-77.7282714844,39.3255615234,-77.7392578125,1
dr008b,39.462890625,-78.7060546875,39.462890625,-78.7170410156,39.4683837891,-78.7060546875,39.4683837891,-78.7170410156,1
dr00g2,39.5068359375,-78.5961914062,39.5068359375,-78.6071777344,39.5123291016,-78.5961914062,39.5123291016,-78.6071777344,1
dr020j,39.4024658203,-78.3874511719,39.4024658203,-78.3984375,39.4079589844,-78.3874511719,39.4079589844,-78.3984375,1
dr02mv,39.4464111328,-78.134765625,39.4464111328,-78.1457519531,39.4519042969,-78.134765625,39.4519042969,-78.1457519531,1
dr02nu,39.3969726562,-78.0908203125,39.3969726562,-78.1018066406,39.4024658203,-78.0908203125,39.4024658203,-78.1018066406,1
dr02pq,39.4079589844,-78.0688476562,39.4079589844,-78.0798339844,39.4134521484,-78.0688476562,39.4134521484,-78.0798339844,1
dr02pw,39.4079589844,-78.0578613281,39.4079589844,-78.0688476562,39.4134521484,-78.0578613281,39.4134521484,-78.0688476562,1
dr037e,39.6112060547,-78.2336425781,39.6112060547,-78.2446289062,39.6166992188,-78.2336425781,39.6166992188,-78.2446289062,1
dr0803,39.3804931641,-78.0249023438,39.3804931641,-78.0358886719,39.3859863281,-78.0249023438,39.3859863281,-78.0358886719,1
dr0807,39.3914794922,-78.0249023438,39.3914794922,-78.0358886719,39.3969726562,-78.0249023438,39.3969726562,-78.0358886719,1
dr080k,39.3969726562,-78.0249023438,39.3969726562,-78.0358886719,39.4024658203,-78.0249023438,39.4024658203,-78.0358886719,1
dr080w,39.4079589844,-78.0139160156,39.4079589844,-78.0249023438,39.4134521484,-78.0139160156,39.4134521484,-78.0249023438,1
dr081v,39.4024658203,-77.958984375,39.4024658203,-77.9699707031,39.4079589844,-77.958984375,39.4079589844,-77.9699707031,1
dr082b,39.4189453125,-78.0029296875,39.4189453125,-78.0139160156,39.4244384766,-78.0029296875,39.4244384766,-78.0139160156,1
dr0834,39.4299316406,-77.9919433594,39.4299316406,-78.0029296875,39.4354248047,-77.9919433594,39.4354248047,-78.0029296875,1
dpp1hm,39.5782470703,-79.9584960938,39.5782470703,-79.9694824219,39.5837402344,-79.9584960938,39.5837402344,-79.9694824219,1
dpp1dv,39.6661376953,-80.0244140625,39.6661376953,-80.0354003906,39.6716308594,-80.0244140625,39.6716308594,-80.0354003906,1
dnztvg,38.9959716797,-79.189453125,38.9959716797,-79.2004394531,39.0014648438,-79.189453125,39.0014648438,-79.2004394531,1
dpn84u,39.3969726562,-80.7275390625,39.3969726562,-80.7385253906,39.4024658203,-80.7275390625,39.4024658203,-80.7385253906,1
dpn8xr,39.5013427734,-80.5297851562,39.5013427734,-80.5407714844,39.5068359375,-80.5297851562,39.5068359375,-80.5407714844,1
dpn927,39.6112060547,-80.8374023438,39.6112060547,-80.8483886719,39.6166992188,-80.8374023438,39.6166992188,-80.8483886719,1
dpn92n,39.6276855469,-80.8483886719,39.6276855469,-80.859375,39.6331787109,-80.8483886719,39.6331787109,-80.859375,1
dpn92z,39.6331787109,-80.8154296875,39.6331787109,-80.8264160156,39.638671875,-80.8154296875,39.638671875,-80.8264160156,1
dpn95x,39.5892333984,-80.6945800781,39.5892333984,-80.7055664062,39.5947265625,-80.6945800781,39.5947265625,-80.7055664062,1
dpn98n,39.6716308594,-80.8483886719,39.6716308594,-80.859375,39.6771240234,-80.8483886719,39.6771240234,-80.859375,1
dpn99g,39.6551513672,-80.771484375,39.6551513672,-80.7824707031,39.6606445312,-80.771484375,39.6606445312,-80.7824707031,1
dpn9eq,39.6716308594,-80.7055664062,39.6716308594,-80.7165527344,39.6771240234,-80.7055664062,39.6771240234,-80.7165527344,1
dpn9wb,39.638671875,-80.5517578125,39.638671875,-80.5627441406,39.6441650391,-80.5517578125,39.6441650391,-80.5627441406,1
dpnb0s,39.3969726562,-80.4748535156,39.3969726562,-80.4858398438,39.4024658203,-80.4748535156,39.4024658203,-80.4858398438,1
dpnb25,39.4354248047,-80.4968261719,39.4354248047,-80.5078125,39.4409179688,-80.4968261719,39.4409179688,-80.5078125,1
dpnb7z,39.4573974609,-80.33203125,39.4573974609,-80.3430175781,39.462890625,-80.33203125,39.462890625,-80.3430175781,1
dpnbdj,39.4903564453,-80.4089355469,39.4903564453,-80.419921875,39.4958496094,-80.4089355469,39.4958496094,-80.419921875,1
dpnbhu,39.3969726562,-80.2880859375,39.3969726562,-80.2990722656,39.4024658203,-80.2880859375,39.4024658203,-80.2990722656,1
dpnbm0,39.4189453125,-80.2770996094,39.4189453125,-80.2880859375,39.4244384766,-80.2770996094,39.4244384766,-80.2880859375,1
dpnbm4,39.4299316406,-80.2770996094,39.4299316406,-80.2880859375,39.4354248047,-80.2770996094,39.4354248047,-80.2880859375,1
dpnbpv,39.4024658203,-80.15625,39.4024658203,-80.1672363281,39.4079589844,-80.15625,39.4079589844,-80.1672363281,1
dpnbuc,39.5123291016,-80.2880859375,39.5123291016,-80.2990722656,39.5178222656,-80.2880859375,39.5178222656,-80.2990722656,1
dpnc89,39.6441650391,-80.4748535156,39.6441650391,-80.4858398438,39.6496582031,-80.4748535156,39.6496582031,-80.4858398438,1
dpncjw,39.5837402344,-80.2551269531,39.5837402344,-80.2661132812,39.5892333984,-80.2551269531,39.5892333984,-80.2661132812,1
dpncvs,39.7045898438,-80.2551269531,39.7045898438,-80.2661132812,39.7100830078,-80.2551269531,39.7100830078,-80.2661132812,1
dpnd2c,39.7760009766,-80.8154296875,39.7760009766,-80.8264160156,39.7814941406,-80.8154296875,39.7814941406,-80.8264160156,1
dpndcx,39.8968505859,-80.7824707031,39.8968505859,-80.7934570312,39.90234375,-80.7824707031,39.90234375,-80.7934570312,1
dpn8xh,39.4848632812,-80.5407714844,39.4848632812,-80.5517578125,39.4903564453,-80.5407714844,39.4903564453,-80.5517578125,1
dpn81w,39.4079589844,-80.7824707031,39.4079589844,-80.7934570312,39.4134521484,-80.7824707031,39.4134521484,-80.7934570312,1
dpndvc,39.8638916016,-80.595703125,39.8638916016,-80.6066894531,39.8693847656,-80.595703125,39.8693847656,-80.6066894531,1
dpn3re,39.6112060547,-80.8703613281,39.6112060547,-80.8813476562,39.6166992188,-80.8703613281,39.6166992188,-80.8813476562,1
dnztyd,38.9904785156,-79.1564941406,38.9904785156,-79.1674804688,38.9959716797,-79.1564941406,38.9959716797,-79.1674804688,1
dnzvb5,38.9959716797,-79.0905761719,38.9959716797,-79.1015625,39.0014648438,-79.0905761719,39.0014648438,-79.1015625,1
dnzvb7,38.9959716797,-79.0795898438,38.9959716797,-79.0905761719,39.0014648438,-79.0795898438,39.0014648438,-79.0905761719,1
dnzvmd,38.9025878906,-78.8488769531,38.9025878906,-78.8598632812,38.9080810547,-78.8488769531,38.9080810547,-78.8598632812,1
dnzw20,39.0673828125,-79.4421386719,39.0673828125,-79.453125,39.0728759766,-79.4421386719,39.0728759766,-79.453125,1
dnzwqv,39.0948486328,-79.1455078125,39.0948486328,-79.1564941406,39.1003417969,-79.1455078125,39.1003417969,-79.1564941406,1
dnzwzj,39.1827392578,-79.1345214844,39.1827392578,-79.1455078125,39.1882324219,-79.1345214844,39.1882324219,-79.1455078125,1
dny4dr,38.4466552734,-81.4526367188,38.4466552734,-81.4636230469,38.4521484375,-81.4526367188,38.4521484375,-81.4636230469,1
dnzy45,39.0399169922,-79.0026855469,39.0399169922,-79.013671875,39.0454101562,-79.0026855469,39.0454101562,-79.013671875,1
dnzy4d,39.0344238281,-78.9807128906,39.0344238281,-78.9916992188,39.0399169922,-78.9807128906,39.0399169922,-78.9916992188,1
dnzy5u,39.0454101562,-78.92578125,39.0454101562,-78.9367675781,39.0509033203,-78.92578125,39.0509033203,-78.9367675781,1
dnzyg0,39.1552734375,-78.9587402344,39.1552734375,-78.9697265625,39.1607666016,-78.9587402344,39.1607666016,-78.9697265625,1
dnzz1d,39.2102050781,-79.0246582031,39.2102050781,-79.0356445312,39.2156982422,-79.0246582031,39.2156982422,-79.0356445312,1
dnzzck,39.3530273438,-79.0356445312,39.3530273438,-79.0466308594,39.3585205078,-79.0356445312,39.3585205078,-79.0466308594,1
dnzzfm,39.3585205078,-78.9916992188,39.3585205078,-79.0026855469,39.3640136719,-78.9916992188,39.3640136719,-79.0026855469,1
dnzzkx,39.2816162109,-78.8928222656,39.2816162109,-78.9038085938,39.287109375,-78.8928222656,39.287109375,-78.9038085938,1
dnzzsb,39.287109375,-78.8818359375,39.287109375,-78.8928222656,39.2926025391,-78.8818359375,39.2926025391,-78.8928222656,1
dnzzyh,39.3530273438,-78.8269042969,39.3530273438,-78.837890625,39.3585205078,-78.8269042969,39.3585205078,-78.837890625,1
dpn04g,39.3914794922,-81.4306640625,39.3914794922,-81.4416503906,39.3969726562,-81.4306640625,39.3969726562,-81.4416503906,1
dpn04u,39.3969726562,-81.4306640625,39.3969726562,-81.4416503906,39.4024658203,-81.4306640625,39.4024658203,-81.4416503906,1
dpn26r,39.4573974609,-81.1010742188,39.4573974609,-81.1120605469,39.462890625,-81.1010742188,39.462890625,-81.1120605469,1
dpn276,39.4299316406,-81.0571289062,39.4299316406,-81.0681152344,39.4354248047,-81.0571289062,39.4354248047,-81.0681152344,1
dpn2ys,39.5288085938,-80.9143066406,39.5288085938,-80.9252929688,39.5343017578,-80.9143066406,39.5343017578,-80.9252929688,1
dpndhs,39.7485351562,-80.6506347656,39.7485351562,-80.6616210938,39.7540283203,-80.6506347656,39.7540283203,-80.6616210938,1
dpndwu,39.8364257812,-80.5517578125,39.8364257812,-80.5627441406,39.8419189453,-80.5517578125,39.8419189453,-80.5627441406,1
dpp1dt,39.6661376953,-80.0354003906,39.6661376953,-80.0463867188,39.6716308594,-80.0354003906,39.6716308594,-80.0463867188,1
dpntze,40.4022216797,-80.5187988281,40.4022216797,-80.5297851562,40.4077148438,-80.5187988281,40.4077148438,-80.5297851562,1
dpnwws,40.5395507812,-80.5627441406,40.5395507812,-80.5737304688,40.5450439453,-80.5627441406,40.5450439453,-80.5737304688,1
dpnwyv,40.5889892578,-80.5517578125,40.5889892578,-80.5627441406,40.5944824219,-80.5517578125,40.5944824219,-80.5627441406,1
dpnxnc,40.6109619141,-80.5517578125,40.6109619141,-80.5627441406,40.6164550781,-80.5517578125,40.6164550781,-80.5627441406,1
dpp07q,39.4519042969,-80.0024414062,39.4519042969,-80.0134277344,39.4573974609,-80.0024414062,39.4573974609,-80.0134277344,1
dpp081,39.4683837891,-80.1452636719,39.4683837891,-80.15625,39.4738769531,-80.1452636719,39.4738769531,-80.15625,1
