GEOHASH,LAT1,LONG1,LAT2,LONG2,LAT3,LONG3,LAT4,LONG4,COUNT
dntvdw,37.5622558594,-81.7932128906,37.5622558594,-81.8041992188,37.5677490234,-81.7932128906,37.5677490234,-81.8041992188,1
dntvh1,37.4468994141,-81.7272949219,37.4468994141,-81.73828125,37.4523925781,-81.7272949219,37.4523925781,-81.73828125,1
dntyc9,37.7545166016,-81.8371582031,37.7545166016,-81.8481445312,37.7600097656,-81.8371582031,37.7600097656,-81.8481445312,1
dntyj3,37.6226806641,-81.6723632812,37.6226806641,-81.6833496094,37.6281738281,-81.6723632812,37.6281738281,-81.6833496094,1
dnv6wd,38.4191894531,-82.3205566406,38.4191894531,-82.3315429688,38.4246826172,-82.3205566406,38.4246826172,-82.3315429688,1
dnv63h,38.3862304688,-82.5622558594,38.3862304688,-82.5732421875,38.3917236328,-82.5622558594,38.3917236328,-82.5732421875,1
dnv64r,38.3587646484,-82.5073242188,38.3587646484,-82.5183105469,38.3642578125,-82.5073242188,38.3642578125,-82.5183105469,1
dnv64t,38.3477783203,-82.4963378906,38.3477783203,-82.5073242188,38.3532714844,-82.4963378906,38.3532714844,-82.5073242188,1
dnv66j,38.3917236328,-82.5183105469,38.3917236328,-82.529296875,38.3972167969,-82.5183105469,38.3972167969,-82.529296875,1
dnv66m,38.3917236328,-82.5073242188,38.3917236328,-82.5183105469,38.3972167969,-82.5073242188,38.3972167969,-82.5183105469,1
dnv66x,38.4027099609,-82.4963378906,38.4027099609,-82.5073242188,38.408203125,-82.4963378906,38.408203125,-82.5073242188,1
dnv67e,38.3807373047,-82.4523925781,38.3807373047,-82.4633789062,38.3862304688,-82.4523925781,38.3862304688,-82.4633789062,1
dnv67n,38.3972167969,-82.4743652344,38.3972167969,-82.4853515625,38.4027099609,-82.4743652344,38.4027099609,-82.4853515625,1
dnv67q,38.3972167969,-82.4633789062,38.3972167969,-82.4743652344,38.4027099609,-82.4633789062,38.4027099609,-82.4743652344,1
dnv67v,38.3917236328,-82.44140625,38.3917236328,-82.4523925781,38.3972167969,-82.44140625,38.3972167969,-82.4523925781,1
dnv6dc,38.4136962891,-82.4853515625,38.4136962891,-82.4963378906,38.4191894531,-82.4853515625,38.4191894531,-82.4963378906,1
dnv6df,38.4191894531,-82.4853515625,38.4191894531,-82.4963378906,38.4246826172,-82.4853515625,38.4246826172,-82.4963378906,1
dnv6e0,38.408203125,-82.4743652344,38.408203125,-82.4853515625,38.4136962891,-82.4743652344,38.4136962891,-82.4853515625,1
dnv6h0,38.3203125,-82.4304199219,38.3203125,-82.44140625,38.3258056641,-82.4304199219,38.3258056641,-82.44140625,1
dnv6nx,38.3587646484,-82.3205566406,38.3587646484,-82.3315429688,38.3642578125,-82.3205566406,38.3642578125,-82.3315429688,1
dnv6qt,38.3917236328,-82.3205566406,38.3917236328,-82.3315429688,38.3972167969,-82.3205566406,38.3972167969,-82.3315429688,1
dnv6s2,38.408203125,-82.4194335938,38.408203125,-82.4304199219,38.4136962891,-82.4194335938,38.4136962891,-82.4304199219,1
dnv6s4,38.4191894531,-82.4304199219,38.4191894531,-82.44140625,38.4246826172,-82.4304199219,38.4246826172,-82.44140625,1
dnv6t5,38.4246826172,-82.3864746094,38.4246826172,-82.3974609375,38.4301757812,-82.3864746094,38.4301757812,-82.3974609375,1
dnv6th,38.4301757812,-82.3864746094,38.4301757812,-82.3974609375,38.4356689453,-82.3864746094,38.4356689453,-82.3974609375,1
dnv6ts,38.4301757812,-82.3645019531,38.4301757812,-82.3754882812,38.4356689453,-82.3645019531,38.4356689453,-82.3754882812,1
dnv6w2,38.408203125,-82.3315429688,38.408203125,-82.3425292969,38.4136962891,-82.3315429688,38.4136962891,-82.3425292969,1
dnv6w8,38.408203125,-82.3205566406,38.408203125,-82.3315429688,38.4136962891,-82.3205566406,38.4136962891,-82.3315429688,1
dnv6wb,38.408203125,-82.3095703125,38.408203125,-82.3205566406,38.4136962891,-82.3095703125,38.4136962891,-82.3205566406,1
dnv63v,38.3917236328,-82.529296875,38.3917236328,-82.5402832031,38.3972167969,-82.529296875,38.3972167969,-82.5402832031,1
dnv62y,38.3972167969,-82.5732421875,38.3972167969,-82.5842285156,38.4027099609,-82.5732421875,38.4027099609,-82.5842285156,1
dntyj7,37.6336669922,-81.6723632812,37.6336669922,-81.6833496094,37.6391601562,-81.6723632812,37.6391601562,-81.6833496094,1
dnv62u,38.3862304688,-82.5732421875,38.3862304688,-82.5842285156,38.3917236328,-82.5732421875,38.3917236328,-82.5842285156,1
dntymv,37.6885986328,-81.650390625,37.6885986328,-81.6613769531,37.6940917969,-81.650390625,37.6940917969,-81.6613769531,1
dntyr0,37.6611328125,-81.5954589844,37.6611328125,-81.6064453125,37.6666259766,-81.5954589844,37.6666259766,-81.6064453125,1
dntyr1,37.6666259766,-81.5954589844,37.6666259766,-81.6064453125,37.6721191406,-81.5954589844,37.6721191406,-81.6064453125,1
dntyss,37.7270507812,-81.7053222656,37.7270507812,-81.7163085938,37.7325439453,-81.7053222656,37.7325439453,-81.7163085938,1
dntyxz,37.7435302734,-81.5625,37.7435302734,-81.5734863281,37.7490234375,-81.5625,37.7490234375,-81.5734863281,1
dntyy0,37.7490234375,-81.6394042969,37.7490234375,-81.650390625,37.7545166016,-81.6394042969,37.7545166016,-81.650390625,1
dntyyd,37.7600097656,-81.6174316406,37.7600097656,-81.6284179688,37.7655029297,-81.6174316406,37.7655029297,-81.6284179688,1
dntyzb,37.7490234375,-81.5625,37.7490234375,-81.5734863281,37.7545166016,-81.5625,37.7545166016,-81.5734863281,1
dntzng,37.8094482422,-81.6064453125,37.8094482422,-81.6174316406,37.8149414062,-81.6064453125,37.8149414062,-81.6174316406,1
dnv259,37.9742431641,-82.4523925781,37.9742431641,-82.4633789062,37.9797363281,-82.4523925781,37.9797363281,-82.4633789062,1
dnv260,38.0126953125,-82.5183105469,38.0126953125,-82.529296875,38.0181884766,-82.5183105469,38.0181884766,-82.529296875,1
dnv2gq,38.1335449219,-82.4633789062,38.1335449219,-82.4743652344,38.1390380859,-82.4633789062,38.1390380859,-82.4743652344,1
dnv2jk,37.9907226562,-82.3754882812,37.9907226562,-82.3864746094,37.9962158203,-82.3754882812,37.9962158203,-82.3864746094,1
dnv2jw,38.0017089844,-82.3645019531,38.0017089844,-82.3754882812,38.0072021484,-82.3645019531,38.0072021484,-82.3754882812,1
dnv2y9,38.1060791016,-82.3205566406,38.1060791016,-82.3315429688,38.1115722656,-82.3205566406,38.1115722656,-82.3315429688,1
dnv32r,38.2269287109,-82.5952148438,38.2269287109,-82.6062011719,38.232421875,-82.5952148438,38.232421875,-82.6062011719,1
dnv34e,38.1610107422,-82.4963378906,38.1610107422,-82.5073242188,38.1665039062,-82.4963378906,38.1665039062,-82.5073242188,1
dnv373,38.1939697266,-82.4633789062,38.1939697266,-82.4743652344,38.1994628906,-82.4633789062,38.1994628906,-82.4743652344,1
dnv37d,38.1994628906,-82.4523925781,38.1994628906,-82.4633789062,38.2049560547,-82.4523925781,38.2049560547,-82.4633789062,1
dnv393,38.2379150391,-82.5512695312,38.2379150391,-82.5622558594,38.2434082031,-82.5512695312,38.2434082031,-82.5622558594,1
dnv3ju,38.1665039062,-82.353515625,38.1665039062,-82.3645019531,38.1719970703,-82.353515625,38.1719970703,-82.3645019531,1
dnv3k1,38.1939697266,-82.4304199219,38.1939697266,-82.44140625,38.1994628906,-82.4304199219,38.1994628906,-82.44140625,1
dnv3k8,38.1884765625,-82.4084472656,38.1884765625,-82.4194335938,38.1939697266,-82.4084472656,38.1939697266,-82.4194335938,1
dnvftw,38.4411621094,-81.6613769531,38.4411621094,-81.6723632812,38.4466552734,-81.6613769531,38.4466552734,-81.6723632812,1
dnvfxb,38.408203125,-81.5625,38.408203125,-81.5734863281,38.4136962891,-81.5625,38.4136962891,-81.5734863281,1
dnvfy1,38.4576416016,-81.6394042969,38.4576416016,-81.650390625,38.4631347656,-81.6394042969,38.4631347656,-81.650390625,1
dnwrbr,37.9632568359,-81.1889648438,37.9632568359,-81.1999511719,37.96875,-81.1889648438,37.96875,-81.1999511719,1
dnwrc6,37.9357910156,-81.1450195312,37.9357910156,-81.1560058594,37.9412841797,-81.1450195312,37.9412841797,-81.1560058594,1
dnwrcq,37.9577636719,-81.1450195312,37.9577636719,-81.1560058594,37.9632568359,-81.1450195312,37.9632568359,-81.1560058594,1
dnwrex,37.9193115234,-81.0461425781,37.9193115234,-81.0571289062,37.9248046875,-81.0461425781,37.9248046875,-81.0571289062,1
dnwrnv,37.8204345703,-80.9033203125,37.8204345703,-80.9143066406,37.8259277344,-80.9033203125,37.8259277344,-80.9143066406,1
dnwrxw,37.9138183594,-80.8703613281,37.9138183594,-80.8813476562,37.9193115234,-80.8703613281,37.9193115234,-80.8813476562,1
dnwsc2,37.3974609375,-80.7934570312,37.3974609375,-80.8044433594,37.4029541016,-80.7934570312,37.4029541016,-80.8044433594,1
dnwsf3,37.4029541016,-80.7495117188,37.4029541016,-80.7604980469,37.4084472656,-80.7495117188,37.4084472656,-80.7604980469,1
dnwt5b,37.44140625,-80.68359375,37.44140625,-80.6945800781,37.4468994141,-80.68359375,37.4468994141,-80.6945800781,1
dnwtmd,37.4963378906,-80.6066894531,37.4963378906,-80.6176757812,37.5018310547,-80.6066894531,37.5018310547,-80.6176757812,1
dnwtz7,37.5897216797,-80.5297851562,37.5897216797,-80.5407714844,37.5952148438,-80.5297851562,37.5952148438,-80.5407714844,1
dnwvdy,37.5622558594,-80.3759765625,37.5622558594,-80.3869628906,37.5677490234,-80.3759765625,37.5677490234,-80.3869628906,1
dnwve7,37.5457763672,-80.3540039062,37.5457763672,-80.3649902344,37.5512695312,-80.3540039062,37.5512695312,-80.3649902344,1
dnwver,37.5677490234,-80.3540039062,37.5677490234,-80.3649902344,37.5732421875,-80.3540039062,37.5732421875,-80.3649902344,1
dnwvf9,37.5787353516,-80.3869628906,37.5787353516,-80.3979492188,37.5842285156,-80.3869628906,37.5842285156,-80.3979492188,1
dnww1h,37.6391601562,-80.8044433594,37.6391601562,-80.8154296875,37.6446533203,-80.8044433594,37.6446533203,-80.8154296875,1
dnww4n,37.6501464844,-80.7604980469,37.6501464844,-80.771484375,37.6556396484,-80.7604980469,37.6556396484,-80.771484375,1
dnww4z,37.6556396484,-80.7275390625,37.6556396484,-80.7385253906,37.6611328125,-80.7275390625,37.6611328125,-80.7385253906,1
dnwws2,37.705078125,-80.6616210938,37.705078125,-80.6726074219,37.7105712891,-80.6616210938,37.7105712891,-80.6726074219,1
dnwwvu,37.7709960938,-80.595703125,37.7709960938,-80.6066894531,37.7764892578,-80.595703125,37.7764892578,-80.6066894531,1
dnwwz8,37.7490234375,-80.5187988281,37.7490234375,-80.5297851562,37.7545166016,-80.5187988281,37.7545166016,-80.5297851562,1
dnwx1j,37.8204345703,-80.8044433594,37.8204345703,-80.8154296875,37.8259277344,-80.8044433594,37.8259277344,-80.8154296875,1
dnwx30,37.8369140625,-80.8044433594,37.8369140625,-80.8154296875,37.8424072266,-80.8044433594,37.8424072266,-80.8154296875,1
dnwx6c,37.8424072266,-80.7275390625,37.8424072266,-80.7385253906,37.8479003906,-80.7275390625,37.8479003906,-80.7385253906,1
dnwrc4,37.9357910156,-81.1560058594,37.9357910156,-81.1669921875,37.9412841797,-81.1560058594,37.9412841797,-81.1669921875,1
dnwr9p,37.9193115234,-81.1560058594,37.9193115234,-81.1669921875,37.9248046875,-81.1560058594,37.9248046875,-81.1669921875,1
dnwxc3,37.9302978516,-80.7934570312,37.9302978516,-80.8044433594,37.9357910156,-80.7934570312,37.9357910156,-80.8044433594,1
dnwr1w,37.8259277344,-81.1340332031,37.8259277344,-81.1450195312,37.8314208984,-81.1340332031,37.8314208984,-81.1450195312,1
dnwp3q,37.8698730469,-81.4965820312,37.8698730469,-81.5075683594,37.8753662109,-81.4965820312,37.8753662109,-81.5075683594,1
dnwp5w,37.8259277344,-81.3977050781,37.8259277344,-81.4086914062,37.8314208984,-81.3977050781,37.8314208984,-81.4086914062,1
dnwp8w,37.9138183594,-81.5295410156,37.9138183594,-81.5405273438,37.9193115234,-81.5295410156,37.9193115234,-81.5405273438,1
dnwpb2,37.9248046875,-81.5405273438,37.9248046875,-81.5515136719,37.9302978516,-81.5405273438,37.9302978516,-81.5515136719,1
dnwpqu,37.8588867188,-81.2548828125,37.8588867188,-81.2658691406,37.8643798828,-81.2548828125,37.8643798828,-81.2658691406,1
dnwpr7,37.8533935547,-81.2329101562,37.8533935547,-81.2438964844,37.8588867188,-81.2329101562,37.8588867188,-81.2438964844,1
dnwprb,37.8369140625,-81.2109375,37.8369140625,-81.2219238281,37.8424072266,-81.2109375,37.8424072266,-81.2219238281,1
dnwpt0,37.880859375,-81.3317871094,37.880859375,-81.3427734375,37.8863525391,-81.3317871094,37.8863525391,-81.3427734375,1
dnwpwb,37.880859375,-81.2548828125,37.880859375,-81.2658691406,37.8863525391,-81.2548828125,37.8863525391,-81.2658691406,1
dnwq2n,37.6940917969,-81.1999511719,37.6940917969,-81.2109375,37.6995849609,-81.1999511719,37.6995849609,-81.2109375,1
dnwq4m,37.6446533203,-81.1010742188,37.6446533203,-81.1120605469,37.6501464844,-81.1010742188,37.6501464844,-81.1120605469,1
dnwq4w,37.6501464844,-81.0900878906,37.6501464844,-81.1010742188,37.6556396484,-81.0900878906,37.6556396484,-81.1010742188,1
dnwq64,37.6721191406,-81.1120605469,37.6721191406,-81.123046875,37.6776123047,-81.1120605469,37.6776123047,-81.123046875,1
dnwq87,37.7215576172,-81.1889648438,37.7215576172,-81.1999511719,37.7270507812,-81.1889648438,37.7270507812,-81.1999511719,1
dnwqbk,37.7709960938,-81.1889648438,37.7709960938,-81.1999511719,37.7764892578,-81.1889648438,37.7764892578,-81.1999511719,1
dnwqbt,37.7764892578,-81.1779785156,37.7764892578,-81.1889648438,37.7819824219,-81.1779785156,37.7819824219,-81.1889648438,1
dnwqcg,37.7655029297,-81.123046875,37.7655029297,-81.1340332031,37.7709960938,-81.123046875,37.7709960938,-81.1340332031,1
dnwqcj,37.7764892578,-81.1560058594,37.7764892578,-81.1669921875,37.7819824219,-81.1560058594,37.7819824219,-81.1669921875,1
dnwqdn,37.7380371094,-81.1120605469,37.7380371094,-81.123046875,37.7435302734,-81.1120605469,37.7435302734,-81.123046875,1
dnwqvv,37.7764892578,-80.947265625,37.7764892578,-80.9582519531,37.7819824219,-80.947265625,37.7819824219,-80.9582519531,1
dnwr0b,37.79296875,-81.1669921875,37.79296875,-81.1779785156,37.7984619141,-81.1669921875,37.7984619141,-81.1779785156,1
dnwr0d,37.8039550781,-81.1779785156,37.8039550781,-81.1889648438,37.8094482422,-81.1779785156,37.8094482422,-81.1889648438,1
dnwr1h,37.8149414062,-81.1560058594,37.8149414062,-81.1669921875,37.8204345703,-81.1560058594,37.8204345703,-81.1669921875,1
dnwx6s,37.8588867188,-80.7385253906,37.8588867188,-80.7495117188,37.8643798828,-80.7385253906,37.8643798828,-80.7495117188,1
dnwxqx,37.8753662109,-80.5627441406,37.8753662109,-80.5737304688,37.880859375,-80.5627441406,37.880859375,-80.5737304688,1
dnwnzb,37.7490234375,-81.2109375,37.7490234375,-81.2219238281,37.7545166016,-81.2109375,37.7545166016,-81.2219238281,1
dny16y,38.2214355469,-81.4306640625,38.2214355469,-81.4416503906,38.2269287109,-81.4306640625,38.2269287109,-81.4416503906,1
dny188,38.232421875,-81.5295410156,38.232421875,-81.5405273438,38.2379150391,-81.5295410156,38.2379150391,-81.5405273438,1
dny1bn,38.3093261719,-81.5515136719,38.3093261719,-81.5625,38.3148193359,-81.5515136719,38.3148193359,-81.5625,1
dny1gn,38.3093261719,-81.4196777344,38.3093261719,-81.4306640625,38.3148193359,-81.4196777344,38.3148193359,-81.4306640625,1
dny1kk,38.2104492188,-81.3647460938,38.2104492188,-81.3757324219,38.2159423828,-81.3647460938,38.2159423828,-81.3757324219,1
dny1ks,38.2104492188,-81.3537597656,38.2104492188,-81.3647460938,38.2159423828,-81.3537597656,38.2159423828,-81.3647460938,1
dny1xn,38.2653808594,-81.2438964844,38.2653808594,-81.2548828125,38.2708740234,-81.2438964844,38.2708740234,-81.2548828125,1
dny211,37.9742431641,-81.1560058594,37.9742431641,-81.1669921875,37.9797363281,-81.1560058594,37.9797363281,-81.1669921875,1
dny212,37.96875,-81.1450195312,37.96875,-81.1560058594,37.9742431641,-81.1450195312,37.9742431641,-81.1560058594,1
dny265,38.0291748047,-81.1120605469,38.0291748047,-81.123046875,38.0346679688,-81.1120605469,38.0346679688,-81.123046875,1
dny2c2,38.1005859375,-81.1450195312,38.1005859375,-81.1560058594,38.1060791016,-81.1450195312,38.1060791016,-81.1560058594,1
dny2dc,38.0621337891,-81.0791015625,38.0621337891,-81.0900878906,38.0676269531,-81.0791015625,38.0676269531,-81.0900878906,1
dny2gh,38.1225585938,-81.0681152344,38.1225585938,-81.0791015625,38.1280517578,-81.0681152344,38.1280517578,-81.0791015625,1
dny2nx,38.0072021484,-80.9143066406,38.0072021484,-80.9252929688,38.0126953125,-80.9143066406,38.0126953125,-80.9252929688,1
dny2qb,38.0126953125,-80.9033203125,38.0126953125,-80.9143066406,38.0181884766,-80.9033203125,38.0181884766,-80.9143066406,1
dntqwx,37.7435302734,-82.3205566406,37.7435302734,-82.3315429688,37.7490234375,-82.3205566406,37.7490234375,-82.3315429688,1
dny2ud,38.1115722656,-81.0021972656,38.1115722656,-81.0131835938,38.1170654297,-81.0021972656,38.1170654297,-81.0131835938,1
dny2vh,38.1225585938,-80.9802246094,38.1225585938,-80.9912109375,38.1280517578,-80.9802246094,38.1280517578,-80.9912109375,1
dny3nf,38.1555175781,-80.9033203125,38.1555175781,-80.9143066406,38.1610107422,-80.9033203125,38.1610107422,-80.9143066406,1
dny3pq,38.1774902344,-80.8813476562,38.1774902344,-80.8923339844,38.1829833984,-80.8813476562,38.1829833984,-80.8923339844,1
dny3w2,38.232421875,-80.9252929688,38.232421875,-80.9362792969,38.2379150391,-80.9252929688,38.2379150391,-80.9362792969,1
dny42n,38.3972167969,-81.5515136719,38.3972167969,-81.5625,38.4027099609,-81.5515136719,38.4027099609,-81.5625,1
dny42z,38.4027099609,-81.5185546875,38.4027099609,-81.5295410156,38.408203125,-81.5185546875,38.408203125,-81.5295410156,1
dny493,38.4136962891,-81.4965820312,38.4136962891,-81.5075683594,38.4191894531,-81.4965820312,38.4191894531,-81.5075683594,1
dny184,38.2434082031,-81.5515136719,38.2434082031,-81.5625,38.2489013672,-81.5515136719,38.2489013672,-81.5625,1
dny14m,38.1719970703,-81.4526367188,38.1719970703,-81.4636230469,38.1774902344,-81.4526367188,38.1774902344,-81.4636230469,1
dnwxud,37.9357910156,-80.6506347656,37.9357910156,-80.6616210938,37.9412841797,-80.6506347656,37.9412841797,-80.6616210938,1
dny13h,38.2104492188,-81.5075683594,38.2104492188,-81.5185546875,38.2159423828,-81.5075683594,38.2159423828,-81.5185546875,1
dnwxum,37.9522705078,-80.6616210938,37.9522705078,-80.6726074219,37.9577636719,-80.6616210938,37.9577636719,-80.6726074219,1
dnwy3t,37.6885986328,-80.4309082031,37.6885986328,-80.4418945312,37.6940917969,-80.4309082031,37.6940917969,-80.4418945312,1
dnwy88,37.705078125,-80.4748535156,37.705078125,-80.4858398438,37.7105712891,-80.4748535156,37.7105712891,-80.4858398438,1
dnwy98,37.705078125,-80.4309082031,37.705078125,-80.4418945312,37.7105712891,-80.4309082031,37.7105712891,-80.4418945312,1
dnwy9u,37.7270507812,-80.419921875,37.7270507812,-80.4309082031,37.7325439453,-80.419921875,37.7325439453,-80.4309082031,1
dnwyc1,37.7545166016,-80.4528808594,37.7545166016,-80.4638671875,37.7600097656,-80.4528808594,37.7600097656,-80.4638671875,1
dnwycr,37.7874755859,-80.4418945312,37.7874755859,-80.4528808594,37.79296875,-80.4418945312,37.79296875,-80.4528808594,1
dnwyft,37.7764892578,-80.3869628906,37.7764892578,-80.3979492188,37.7819824219,-80.3869628906,37.7819824219,-80.3979492188,1
dnwyfx,37.7874755859,-80.3869628906,37.7874755859,-80.3979492188,37.79296875,-80.3869628906,37.79296875,-80.3979492188,1
dnwyuk,37.7709960938,-80.3100585938,37.7709960938,-80.3210449219,37.7764892578,-80.3100585938,37.7764892578,-80.3210449219,1
dnwz26,37.8479003906,-80.4858398438,37.8479003906,-80.4968261719,37.8533935547,-80.4858398438,37.8533935547,-80.4968261719,1
dnwz6w,37.8698730469,-80.3869628906,37.8698730469,-80.3979492188,37.8753662109,-80.3869628906,37.8753662109,-80.3979492188,1
dnwzdz,37.9193115234,-80.3759765625,37.9193115234,-80.3869628906,37.9248046875,-80.3759765625,37.9248046875,-80.3869628906,1
dnwzet,37.9083251953,-80.3430175781,37.9083251953,-80.3540039062,37.9138183594,-80.3430175781,37.9138183594,-80.3540039062,1
dnwzws,37.9028320312,-80.2111816406,37.9028320312,-80.2221679688,37.9083251953,-80.2111816406,37.9083251953,-80.2221679688,1
dny0gf,38.1115722656,-81.38671875,38.1115722656,-81.3977050781,38.1170654297,-81.38671875,38.1170654297,-81.3977050781,1
dny0gj,38.1280517578,-81.4196777344,38.1280517578,-81.4306640625,38.1335449219,-81.4196777344,38.1335449219,-81.4306640625,1
dny0gv,38.1280517578,-81.38671875,38.1280517578,-81.3977050781,38.1335449219,-81.38671875,38.1335449219,-81.3977050781,1
dny0n1,37.9742431641,-81.2878417969,37.9742431641,-81.298828125,37.9797363281,-81.2878417969,37.9797363281,-81.298828125,1
dny0qs,38.0346679688,-81.2658691406,38.0346679688,-81.2768554688,38.0401611328,-81.2658691406,38.0401611328,-81.2768554688,1
dny0ts,38.0786132812,-81.3098144531,38.0786132812,-81.3208007812,38.0841064453,-81.3098144531,38.0841064453,-81.3208007812,1
dny0yp,38.1390380859,-81.2878417969,38.1390380859,-81.298828125,38.14453125,-81.2878417969,38.14453125,-81.298828125,1
dny13c,38.1939697266,-81.474609375,38.1939697266,-81.4855957031,38.1994628906,-81.474609375,38.1994628906,-81.4855957031,1
dnwnzz,37.7874755859,-81.2109375,37.7874755859,-81.2219238281,37.79296875,-81.2109375,37.79296875,-81.2219238281,1
dnwny4,37.7600097656,-81.2878417969,37.7600097656,-81.298828125,37.7655029297,-81.2878417969,37.7655029297,-81.298828125,1
dnvg0n,38.5290527344,-81.9030761719,38.5290527344,-81.9140625,38.5345458984,-81.9030761719,38.5345458984,-81.9140625,1
dnvujb,38.671875,-81.650390625,38.671875,-81.6613769531,38.6773681641,-81.650390625,38.6773681641,-81.6613769531,1
dnvumn,38.7487792969,-81.6833496094,38.7487792969,-81.6943359375,38.7542724609,-81.6833496094,38.7542724609,-81.6943359375,1
dnvusn,38.7927246094,-81.7272949219,38.7927246094,-81.73828125,38.7982177734,-81.7272949219,38.7982177734,-81.73828125,1
dnvusu,38.7817382812,-81.6943359375,38.7817382812,-81.7053222656,38.7872314453,-81.6943359375,38.7872314453,-81.7053222656,1
dnvuy4,38.8146972656,-81.6394042969,38.8146972656,-81.650390625,38.8201904297,-81.6394042969,38.8201904297,-81.650390625,1
dnvv1f,38.8586425781,-81.826171875,38.8586425781,-81.8371582031,38.8641357422,-81.826171875,38.8641357422,-81.8371582031,1
dnvv1v,38.8751220703,-81.826171875,38.8751220703,-81.8371582031,38.8806152344,-81.826171875,38.8806152344,-81.8371582031,1
dnvv4k,38.8696289062,-81.8041992188,38.8696289062,-81.8151855469,38.8751220703,-81.8041992188,38.8751220703,-81.8151855469,1
dnvv7t,38.9190673828,-81.7492675781,38.9190673828,-81.7602539062,38.9245605469,-81.7492675781,38.9245605469,-81.7602539062,1
dnvvjq,38.8806152344,-81.6723632812,38.8806152344,-81.6833496094,38.8861083984,-81.6723632812,38.8861083984,-81.6833496094,1
dnvvjr,38.8861083984,-81.6723632812,38.8861083984,-81.6833496094,38.8916015625,-81.6723632812,38.8916015625,-81.6833496094,1
dnvvkg,38.9080810547,-81.6943359375,38.9080810547,-81.7053222656,38.9135742188,-81.6943359375,38.9135742188,-81.7053222656,1
dnvvkm,38.9190673828,-81.7163085938,38.9190673828,-81.7272949219,38.9245605469,-81.7163085938,38.9245605469,-81.7272949219,1
dnvvkq,38.9245605469,-81.7163085938,38.9245605469,-81.7272949219,38.9300537109,-81.7163085938,38.9300537109,-81.7272949219,1
dnvvmd,38.9025878906,-81.6613769531,38.9025878906,-81.6723632812,38.9080810547,-81.6613769531,38.9080810547,-81.6723632812,1
dnvvme,38.9080810547,-81.6613769531,38.9080810547,-81.6723632812,38.9135742188,-81.6613769531,38.9135742188,-81.6723632812,1
dnvvtp,38.9739990234,-81.6833496094,38.9739990234,-81.6943359375,38.9794921875,-81.6833496094,38.9794921875,-81.6943359375,1
dnvy54,39.0344238281,-81.7712402344,39.0344238281,-81.7822265625,39.0399169922,-81.7712402344,39.0399169922,-81.7822265625,1
dnvyjr,39.0618896484,-81.6723632812,39.0618896484,-81.6833496094,39.0673828125,-81.6723632812,39.0673828125,-81.6833496094,1
dnvzqh,39.2651367188,-81.6394042969,39.2651367188,-81.650390625,39.2706298828,-81.6394042969,39.2706298828,-81.650390625,1
dnw5zw,37.2546386719,-81.2219238281,37.2546386719,-81.2329101562,37.2601318359,-81.2219238281,37.2601318359,-81.2329101562,1
dnw7bh,37.2436523438,-81.1999511719,37.2436523438,-81.2109375,37.2491455078,-81.1999511719,37.2491455078,-81.2109375,1
dnw7bx,37.2601318359,-81.1779785156,37.2601318359,-81.1889648438,37.265625,-81.1779785156,37.265625,-81.1889648438,1
dnwhb7,37.4139404297,-81.5405273438,37.4139404297,-81.5515136719,37.4194335938,-81.5405273438,37.4194335938,-81.5515136719,1
dnvumf,38.7268066406,-81.650390625,38.7268066406,-81.6613769531,38.7322998047,-81.650390625,38.7322998047,-81.6613769531,1
dnvu8y,38.7927246094,-81.8701171875,38.7927246094,-81.8811035156,38.7982177734,-81.8701171875,38.7982177734,-81.8811035156,1
dnwhbv,37.4249267578,-81.5185546875,37.4249267578,-81.5295410156,37.4304199219,-81.5185546875,37.4304199219,-81.5295410156,1
dnvu3m,38.7432861328,-81.8481445312,38.7432861328,-81.8591308594,38.7487792969,-81.8481445312,38.7487792969,-81.8591308594,1
dnvg1q,38.5290527344,-81.8481445312,38.5290527344,-81.8591308594,38.5345458984,-81.8481445312,38.5345458984,-81.8591308594,1
dnvg2d,38.5510253906,-81.8811035156,38.5510253906,-81.8920898438,38.5565185547,-81.8811035156,38.5565185547,-81.8920898438,1
dnvg35,38.5565185547,-81.8591308594,38.5565185547,-81.8701171875,38.5620117188,-81.8591308594,38.5620117188,-81.8701171875,1
dnvg55,38.5125732422,-81.7712402344,38.5125732422,-81.7822265625,38.5180664062,-81.7712402344,38.5180664062,-81.7822265625,1
dnvg7d,38.5510253906,-81.7492675781,38.5510253906,-81.7602539062,38.5565185547,-81.7492675781,38.5565185547,-81.7602539062,1
dnvghe,38.5125732422,-81.7053222656,38.5125732422,-81.7163085938,38.5180664062,-81.7053222656,38.5180664062,-81.7163085938,1
dnvgm5,38.5565185547,-81.6833496094,38.5565185547,-81.6943359375,38.5620117188,-81.6833496094,38.5620117188,-81.6943359375,1
dnvgn4,38.5070800781,-81.6394042969,38.5070800781,-81.650390625,38.5125732422,-81.6394042969,38.5125732422,-81.650390625,1
dnvgnj,38.5235595703,-81.6394042969,38.5235595703,-81.650390625,38.5290527344,-81.6394042969,38.5290527344,-81.650390625,1
dnvgqm,38.5675048828,-81.6284179688,38.5675048828,-81.6394042969,38.5729980469,-81.6284179688,38.5729980469,-81.6394042969,1
dnvgvs,38.6499023438,-81.6613769531,38.6499023438,-81.6723632812,38.6553955078,-81.6613769531,38.6553955078,-81.6723632812,1
