LAT,LONG,CRTSRoadsI,Bridgesect,SECTnum,DATE_CC_OR,COUNTY,COUNTYNUM,signsystem,routenum,BEGINMP,subroute,supplement,FROMtermin,ENDMP,TOtermini,LENGTH,ROUTEID,LOC_ERROR,LabelRt,LabelSRt,Search,Shape_len
37.45786773874244,-81.60315528901282,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45786730326903,-81.60314476514604,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45786108209841,-81.60310140061438,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45784920262061,-81.60305991265598,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45783301915876,-81.60302078686604,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45781945135875,-81.60299542557577,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45780281334874,-81.60296759661597,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45777909851425,-81.60293203442035,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45775362924276,-81.60289842647727,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45772650629291,-81.60286692411415,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45769782125325,-81.6028376670058,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45766772132573,-81.60281074895954,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45763630732825,-81.60278630972306,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45760371373187,-81.60276331990512,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45757004733552,-81.6027425561079,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45753544451687,-81.60272442466392,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45750003407749,-81.60270900765198,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45746397250748,-81.60269638737256,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45742740736249,-81.6026865881627,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45739049530927,-81.60267965758887,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45735336532603,-81.602675642995,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45731828988975,-81.60267416895276,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45728961661272,-81.60267155372955,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45726121717335,-81.60266591878356,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45724021337797,-81.60265979901321,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45721958809285,-81.60265185292175,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45719277682593,-81.60263885539676,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45716692131816,-81.60262305204004,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45714824435122,-81.60260951773731,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45711325664021,-81.60257997881997,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45707854846436,-81.60254992115334,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45704413834132,-81.60251933330805,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.4570100262708,-81.60248821528452,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45697622130477,-81.6024566018903,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45694272350188,-81.60242448154793,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45690606534741,-81.60239308846721,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45686916491422,-81.60236214502336,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45683200380263,-81.60233163949033,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45679461887216,-81.60230158374148,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45675699166401,-81.60227197762843,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45671914051967,-81.60224284445424,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45668107478694,-81.60221416113707,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45664278511875,-81.60218595075783,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45660429920402,-81.60215821353808,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
37.45656559852495,-81.60213096090698,249,MCDOWELL73,73,2005/01/03,MCDOWELL,24,4,0007,11.79,00,00,JCT CR 7/2,14.19,JCT WV 16,2.4,24400070000,NO ERROR,7,,7,3803.03
