LAT,LONG,CRTSRoadsI,Bridgesect,SECTnum,DATE_CC_OR,COUNTY,COUNTYNUM,signsystem,routenum,BEGINMP,subroute,supplement,FROMtermin,ENDMP,TOtermini,LENGTH,ROUTEID,LOC_ERROR,LabelRt,LabelSRt,Search,Shape_len
37.36614680261026,-81.55175896914777,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36614199516622,-81.55172700358602,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36612299442156,-81.55155198981119,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36609998775586,-81.55136901373358,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36608099111432,-81.55119300564864,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36606600494422,-81.55101000748233,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36605098162507,-81.55082699755152,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.3660319795448,-81.55065198419855,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36601600957789,-81.55046798454289,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36599700716872,-81.55028499203436,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36597800406904,-81.55011002518894,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36596297935396,-81.54992701563401,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36594799138162,-81.54974398329024,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36593201050668,-81.54956798638945,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36592500579022,-81.54938500083259,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36592499728535,-81.54920199691655,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36592899427545,-81.54901901062011,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.36593600466792,-81.54884297322377,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
37.3659520001927,-81.54865999329708,215,MCDOWELL14,14,2003/12/31,MCDOWELL,24,3,0103,5.39,00,00,JCT CR 13,8.75,JCT CR 15/11,3.36,24301030000,NO ERROR,103,,103,5377.72
