LAT,LONG,CRTSRoadsI,Bridgesect,SECTnum,DATE_CC_OR,COUNTY,COUNTYNUM,signsystem,routenum,BEGINMP,subroute,supplement,FROMtermin,ENDMP,TOtermini,LENGTH,ROUTEID,LOC_ERROR,LabelRt,LabelSRt,Search,Shape_len
37.36018924298771,-81.50251721997158,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.36008099954602,-81.50254100675566,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35994699591591,-81.50260201172415,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35982100790385,-81.50268598842128,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35969499622139,-81.50276900492867,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35956999853807,-81.50286100102527,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35944700081446,-81.50294499683068,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35932201011308,-81.50304399970319,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.3592030188348,-81.50314301917392,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35908100935904,-81.50324200661775,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35895899556881,-81.50334198814747,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35883301392765,-81.50343301609266,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35871100639653,-81.50352498377373,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35858499064474,-81.50362398944299,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35846301045715,-81.50371600295129,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35833401036278,-81.50380700950387,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
37.35820798735391,-81.50389899538486,216,MCDOWELL15,15,2003/12/31,MCDOWELL,24,3,0103,8.75,00,00,JCT CR 15/11,11.26,JCT WV 161,2.51,24301030000,NO ERROR,103,,103,4017.36
