LAT,LONG,CRTSRoadsI,Bridgesect,SECTnum,DATE_CC_OR,COUNTY,COUNTYNUM,signsystem,routenum,BEGINMP,subroute,supplement,FROMtermin,ENDMP,TOtermini,LENGTH,ROUTEID,LOC_ERROR,LabelRt,LabelSRt,Search,Shape_len
37.41715592497489,-81.58973674006654,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41709898886722,-81.58969898526747,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41696900642078,-81.58961499452374,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41684001781223,-81.58953899656254,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41671799748986,-81.58943899527181,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41660297856312,-81.58932500077192,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41650398866928,-81.58919501243285,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41640899331321,-81.58905799682606,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41631301922182,-81.58892102019023,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41621800086416,-81.58878299834072,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41612599541969,-81.58864600717818,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
37.41603498961332,-81.58850100484338,214,MCDOWELL13,13,2003/12/31,MCDOWELL,24,3,0103,0,00,00,JCT US 52,5.39,JCT CR 13,5.39,24301030000,NO ERROR,103,,103,8626.82
